#{"t_start": 1677753903.002829, "env_id": null}
1.0,1,9.122991
2.0,2,9.126372
2.0,2,9.129651
1.0,1,9.13278
1.0,1,9.133853
3.0,3,9.13928
1.0,1,9.142451
1.0,1,9.143495
2.0,2,9.147016
2.0,2,9.152572
2.0,2,9.15605
1.0,1,9.157135
2.0,2,9.163965
1.0,1,9.16515
4.0,4,9.175799
1.0,1,9.177034
4.0,4,9.187771
2.0,2,9.191397
1.0,1,9.192535
1.0,1,9.19378
1.0,1,9.19908
1.0,1,9.200309
1.0,1,9.201561
2.0,2,9.204901
1.0,1,9.209905
1.0,1,9.211099
8.0,8,9.230924
1.0,1,9.23464
1.0,1,9.235935
1.0,1,9.23707
1.0,1,9.238178
7.0,7,9.258322
1.0,1,9.259571
1.0,1,9.260634
2.0,2,9.264151
1.0,1,9.268011
1.0,1,9.269355
1.0,1,9.270504
1.0,1,9.271597
2.0,2,9.277449
1.0,1,9.278543
6.0,6,9.293799
1.0,1,9.294885
2.0,2,9.302848
3.0,3,9.30845
2.0,2,9.31476
2.0,2,9.318577
1.0,1,9.319676
1.0,1,9.320722
1.0,1,9.326572
1.0,1,9.327692
2.0,2,9.331218
5.0,5,9.344689
1.0,1,9.345842
2.0,2,9.352198
1.0,1,9.353298
2.0,2,9.356491
1.0,1,9.36025
2.0,2,9.363676
3.0,3,9.371963
1.0,1,9.37312
1.0,1,9.374331
4.0,4,9.385855
1.0,1,9.387016
1.0,1,9.388128
1.0,1,9.389247
2.0,2,9.395263
1.0,1,9.396305
2.0,2,9.399786
3.0,3,9.410001
2.0,2,9.413188
2.0,2,9.419557
3.0,3,9.425566
1.0,1,9.429037
1.0,1,9.430069
2.0,2,9.433709
4.0,4,9.445079
2.0,2,9.448856
1.0,1,9.452738
1.0,1,9.454009
1.0,1,9.455289
3.0,3,9.464597
1.0,1,9.465845
2.0,2,9.469661
1.0,1,9.470888
1.0,1,9.474627
3.0,3,9.480345
1.0,1,9.481484
3.0,3,9.489843
1.0,1,9.490978
2.0,2,9.497278
1.0,1,9.498426
2.0,2,9.502159
1.0,1,9.503438
3.0,3,9.511696
1.0,1,9.512782
3.0,3,9.523053
1.0,1,9.52415
1.0,1,9.52535
1.0,1,9.52649
1.0,1,9.529909
3.0,3,9.536105
2.0,2,9.542678
2.0,2,9.54629
1.0,1,9.547464
4.0,4,9.558965
2.0,2,9.562465
1.0,1,9.566578
1.0,1,9.567814
4.0,4,9.578628
1.0,1,9.579742
2.0,2,9.583609
7.0,7,9.606263
2.0,2,9.610197
2.0,2,9.614005
1.0,1,9.617685
1.0,1,9.6188
6.0,6,9.636182
1.0,1,9.637237
1.0,1,9.638296
1.0,1,9.643946
2.0,2,9.647487
1.0,1,9.648615
2.0,2,9.654581
1.0,1,9.65565
1.0,1,9.656672
2.0,2,9.660298
1.0,1,9.664113
2.0,2,9.667863
2.0,2,9.671617
1.0,1,9.675072
1.0,1,9.676262
1.0,1,9.677376
1.0,1,9.678424
1.0,1,9.679459
3.0,3,9.68878
1.0,1,9.689899
2.0,2,9.69678
1.0,1,9.697979
1.0,1,9.69907
2.0,2,9.702795
2.0,2,9.711786
3.0,3,9.717616
1.0,1,9.721615
4.0,4,9.729702
2.0,2,9.737455
2.0,2,9.740845
1.0,1,9.742073
2.0,2,9.748709
1.0,1,9.749906
1.0,1,9.751081
4.0,4,9.761882
1.0,1,9.762945
4.0,4,9.778828
1.0,1,9.77996
1.0,1,9.780981
3.0,3,9.789965
4.0,4,9.801461
1.0,1,9.802551
2.0,2,9.805836
4.0,4,9.816825
2.0,2,9.822902
1.0,1,9.824063
1.0,1,9.825299
2.0,2,9.828863
1.0,1,9.832156
1.0,1,9.83332
2.0,2,9.838716
4.0,4,9.849767
2.0,2,9.85337
1.0,1,9.857375
1.0,1,9.858557
2.0,2,9.862067
1.0,1,9.8631
1.0,1,9.866475
1.0,1,9.86767
4.0,4,9.878693
1.0,1,9.880015
1.0,1,9.881064
2.0,2,9.884701
2.0,2,9.89048
1.0,1,9.891675
8.0,8,9.913305
2.0,2,9.916517
1.0,1,9.917576
2.0,2,9.922751
5.0,5,9.937368
2.0,2,9.940799
2.0,2,9.946061
2.0,2,9.952141
2.0,2,9.955402
1.0,1,9.956515
2.0,2,9.96227
3.0,3,9.968048
3.0,3,9.976036
1.0,1,9.977122
1.0,1,9.978172
1.0,1,9.981416
2.0,2,9.984814
1.0,1,9.985908
1.0,1,9.986919
1.0,1,9.990274
2.0,2,9.993515
2.0,2,9.996661
1.0,1,10.001333
4.0,4,10.008961
1.0,1,10.011991
3.0,3,10.017244
1.0,1,10.018255
1.0,1,10.021357
1.0,1,10.022406
1.0,1,10.02345
1.0,1,10.024489
2.0,2,10.030048
5.0,5,10.041426
2.0,2,10.044615
2.0,2,10.04789
1.0,1,10.052608
1.0,1,10.053672
1.0,1,10.054833
2.0,2,10.058239
2.0,2,10.063645
1.0,1,10.064701
5.0,5,10.076467
1.0,1,10.077556
2.0,2,10.083598
1.0,1,10.08463
1.0,1,10.085627
4.0,4,10.094983
3.0,3,10.100171
1.0,1,10.103134
1.0,1,10.104169
2.0,2,10.107329
1.0,1,10.108336
2.0,2,10.113409
2.0,2,10.116486
1.0,1,10.117493
1.0,1,10.120588
1.0,1,10.12161
1.0,1,10.1226
3.0,3,10.130045
5.0,5,10.143353
1.0,1,10.144509
1.0,1,10.145578
1.0,1,10.146596
1.0,1,10.147609
1.0,1,10.150716
1.0,1,10.151807
1.0,1,10.152871
2.0,2,10.156139
1.0,1,10.161422
6.0,6,10.176233
1.0,1,10.177298
3.0,3,10.184603
2.0,2,10.187945
1.0,1,10.188986
1.0,1,10.190023
1.0,1,10.193105
4.0,4,10.200564
3.0,3,10.207988
1.0,1,10.209061
5.0,5,10.221009
1.0,1,10.222013
2.0,2,10.227261
2.0,2,10.230474
1.0,1,10.231488
1.0,1,10.234502
1.0,1,10.235547
1.0,1,10.236587
1.0,1,10.237651
1.0,1,10.238684
2.0,2,10.244353
1.0,1,10.2454
2.0,2,10.248718
7.0,7,10.271563
3.0,3,10.277469
1.0,1,10.280811
1.0,1,10.281895
1.0,1,10.283012
1.0,1,10.284359
2.0,2,10.291338
1.0,1,10.292523
2.0,2,10.29609
1.0,1,10.297143
2.0,2,10.305014
2.0,2,10.308366
1.0,1,10.309588
2.0,2,10.315616
1.0,1,10.316967
3.0,3,10.327079
1.0,1,10.32842
5.0,5,10.341681
1.0,1,10.343053
1.0,1,10.344265
3.0,3,10.352668
1.0,1,10.353778
1.0,1,10.354862
1.0,1,10.35605
1.0,1,10.359741
4.0,4,10.369657
1.0,1,10.373615
1.0,1,10.374959
1.0,1,10.376068
1.0,1,10.377451
1.0,1,10.37857
1.0,1,10.382684
2.0,2,10.386855
2.0,2,10.390297
2.0,2,10.397421
1.0,1,10.398729
1.0,1,10.400108
1.0,1,10.401291
1.0,1,10.405153
1.0,1,10.406323
1.0,1,10.407488
1.0,1,10.408732
1.0,1,10.409849
1.0,1,10.414147
3.0,3,10.420216
4.0,4,10.430852
1.0,1,10.431998
1.0,1,10.433155
1.0,1,10.437318
2.0,2,10.441063
2.0,2,10.444888
1.0,1,10.448584
4.0,4,10.457268
1.0,1,10.460866
1.0,1,10.461962
2.0,2,10.465273
1.0,1,10.466362
2.0,2,10.472523
1.0,1,10.473585
2.0,2,10.478813
2.0,2,10.484724
3.0,3,10.490211
1.0,1,10.493689
3.0,3,10.499186
1.0,1,10.500213
1.0,1,10.50402
4.0,4,10.511587
2.0,2,10.516747
2.0,2,10.520058
1.0,1,10.521054
1.0,1,10.525679
2.0,2,10.529151
2.0,2,10.532241
1.0,1,10.535314
2.0,2,10.538495
2.0,2,10.54158
1.0,1,10.544636
1.0,1,10.54565
2.0,2,10.54877
1.0,1,10.549769
1.0,1,10.552846
1.0,1,10.553957
1.0,1,10.554996
1.0,1,10.556026
3.0,3,10.563643
5.0,5,10.575323
1.0,1,10.57636
4.0,4,10.588053
1.0,1,10.589091
2.0,2,10.592528
3.0,3,10.600454
1.0,1,10.601675
1.0,1,10.602711
1.0,1,10.605961
1.0,1,10.607131
1.0,1,10.608308
1.0,1,10.609439
1.0,1,10.610442
1.0,1,10.613646
2.0,2,10.617242
1.0,1,10.618677
1.0,1,10.620068
2.0,2,10.6257
1.0,1,10.626712
2.0,2,10.630606
1.0,1,10.634443
2.0,2,10.638219
2.0,2,10.641595
2.0,2,10.647251
1.0,1,10.648338
1.0,1,10.649428
2.0,2,10.65577
2.0,2,10.659613
2.0,2,10.6629
1.0,1,10.668621
5.0,5,10.682871
7.0,7,10.703714
1.0,1,10.704781
2.0,2,10.711041
3.0,3,10.717088
2.0,2,10.723021
3.0,3,10.729296
1.0,1,10.730615
4.0,4,10.741396
1.0,1,10.742547
3.0,3,10.751133
3.0,3,10.759197
3.0,3,10.765256
3.0,3,10.774027
1.0,1,10.775083
1.0,1,10.776177
1.0,1,10.777414
1.0,1,10.781359
1.0,1,10.782474
3.0,3,10.787828
1.0,1,10.791923
5.0,5,10.808208
1.0,1,10.809471
2.0,2,10.813285
2.0,2,10.820739
2.0,2,10.824434
1.0,1,10.825629
1.0,1,10.826694
5.0,5,10.839442
1.0,1,10.843174
1.0,1,10.844261
2.0,2,10.847456
2.0,2,10.853675
2.0,2,10.856923
1.0,1,10.85794
1.0,1,10.858944
5.0,5,10.871182
1.0,1,10.882189
2.0,2,10.885873
4.0,4,10.896628
2.0,2,10.899962
1.0,1,10.901005
2.0,2,10.908776
2.0,2,10.912356
3.0,3,10.919866
1.0,1,10.921037
1.0,1,10.922519
2.0,2,10.928599
4.0,4,10.936427
3.0,3,10.944284
1.0,1,10.945314
5.0,5,10.957813
2.0,2,10.963293
1.0,1,10.964445
2.0,2,10.967838
3.0,3,10.97552
1.0,1,10.976599
3.0,3,10.98428
1.0,1,10.985342
1.0,1,10.986381
2.0,2,10.989693
1.0,1,10.992811
1.0,1,10.993859
1.0,1,10.994912
1.0,1,10.995935
1.0,1,10.997014
4.0,4,11.011219
4.0,4,11.021798
3.0,3,11.029896
2.0,2,11.033234
2.0,2,11.03653
2.0,2,11.042211
2.0,2,11.045543
1.0,1,11.046626
1.0,1,11.049846
2.0,2,11.053238
2.0,2,11.056542
1.0,1,11.059807
1.0,1,11.060903
1.0,1,11.061969
2.0,2,11.06535
1.0,1,11.068875
2.0,2,11.072141
1.0,1,11.073143
1.0,1,11.074172
1.0,1,11.077726
1.0,1,11.079014
1.0,1,11.080114
1.0,1,11.081186
2.0,2,11.087134
2.0,2,11.090511
1.0,1,11.091656
1.0,1,11.092688
1.0,1,11.096216
1.0,1,11.097302
1.0,1,11.098364
1.0,1,11.099431
1.0,1,11.10056
1.0,1,11.103797
2.0,2,11.107129
1.0,1,11.108312
3.0,3,11.117887
2.0,2,11.121416
1.0,1,11.122475
1.0,1,11.126108
2.0,2,11.129581
3.0,3,11.137627
1.0,1,11.138699
3.0,3,11.144139
1.0,1,11.147411
1.0,1,11.148499
1.0,1,11.149519
1.0,1,11.150611
2.0,2,11.155958
1.0,1,11.157001
1.0,1,11.158038
1.0,1,11.159151
1.0,1,11.160179
1.0,1,11.16364
2.0,2,11.166971
2.0,2,11.170124
2.0,2,11.175637
1.0,1,11.176665
5.0,5,11.18855
1.0,1,11.189554
2.0,2,11.195387
4.0,4,11.203195
2.0,2,11.208731
4.0,4,11.218394
2.0,2,11.223582
3.0,3,11.231051
1.0,1,11.232135
2.0,2,11.235733
1.0,1,11.236928
1.0,1,11.240425
1.0,1,11.241463
1.0,1,11.24247
3.0,3,11.251454
1.0,1,11.252584
4.0,4,11.262509
1.0,1,11.263618
2.0,2,11.266879
1.0,1,11.267881
1.0,1,11.271085
3.0,3,11.276378
3.0,3,11.28415
3.0,3,11.289593
1.0,1,11.292763
1.0,1,11.293817
1.0,1,11.294858
1.0,1,11.295957
2.0,2,11.301372
4.0,4,11.308874
1.0,1,11.311993
1.0,1,11.313105
6.0,6,11.328865
1.0,1,11.329929
1.0,1,11.330989
3.0,3,11.339194
1.0,1,11.340288
1.0,1,11.34154
1.0,1,11.344793
1.0,1,11.345861
1.0,1,11.346927
1.0,1,11.347931
1.0,1,11.349163
1.0,1,11.352218
2.0,2,11.355947
7.0,7,11.372894
1.0,1,11.37607
1.0,1,11.377157
5.0,5,11.38946
2.0,2,11.392758
1.0,1,11.393756
1.0,1,11.397084
2.0,2,11.400343
2.0,2,11.403537
6.0,6,11.420105
1.0,1,11.421137
1.0,1,11.422147
1.0,1,11.42317
1.0,1,11.424193
1.0,1,11.427392
1.0,1,11.428519
1.0,1,11.429604
3.0,3,11.439375
3.0,3,11.445616
1.0,1,11.44663
1.0,1,11.449743
1.0,1,11.450763
1.0,1,11.45182
2.0,2,11.455359
3.0,3,11.464009
1.0,1,11.465072
4.0,4,11.475205
2.0,2,11.478644
3.0,3,11.486556
2.0,2,11.489692
1.0,1,11.493013
1.0,1,11.494117
1.0,1,11.495166
5.0,5,11.507086
1.0,1,11.508196
3.0,3,11.51573
1.0,1,11.516784
2.0,2,11.520017
2.0,2,11.525535
1.0,1,11.526584
2.0,2,11.529791
1.0,1,11.532952
1.0,1,11.533983
1.0,1,11.535012
1.0,1,11.536068
1.0,1,11.538915
2.0,2,11.544894
1.0,1,11.546144
1.0,1,11.547305
3.0,3,11.555493
3.0,3,11.560932
1.0,1,11.564194
1.0,1,11.565283
2.0,2,11.568636
2.0,2,11.574554
1.0,1,11.575702
1.0,1,11.576746
3.0,3,11.584647
2.0,2,11.587964
1.0,1,11.589021
1.0,1,11.590059
2.0,2,11.595546
3.0,3,11.600904
3.0,3,11.6098
1.0,1,11.610848
3.0,3,11.61833
2.0,2,11.621772
1.0,1,11.622814
2.0,2,11.628211
2.0,2,11.631386
1.0,1,11.632433
1.0,1,11.635466
1.0,1,11.636532
2.0,2,11.639831
1.0,1,11.640876
1.0,1,11.645782
1.0,1,11.646848
2.0,2,11.650218
1.0,1,11.651345
1.0,1,11.655158
3.0,3,11.661006
2.0,2,11.66653
5.0,5,11.678599
1.0,1,11.679829
4.0,4,11.690564
1.0,1,11.691613
3.0,3,11.697021
1.0,1,11.700148
1.0,1,11.701175
1.0,1,11.702171
1.0,1,11.703271
3.0,3,11.71084
1.0,1,11.711968
1.0,1,11.712998
1.0,1,11.714
1.0,1,11.717152
1.0,1,11.718218
1.0,1,11.719299
1.0,1,11.72034
1.0,1,11.721364
1.0,1,11.724477
1.0,1,11.725523
1.0,1,11.726555
4.0,4,11.736412
4.0,4,11.746667
1.0,1,11.747721
1.0,1,11.748741
4.0,4,11.76083
3.0,3,11.766687
1.0,1,11.770432
1.0,1,11.771577
1.0,1,11.77265
2.0,2,11.775966
1.0,1,11.779316
1.0,1,11.780365
6.0,6,11.795025
2.0,2,11.798213
1.0,1,11.801316
3.0,3,11.80699
1.0,1,11.808118
1.0,1,11.811579
1.0,1,11.812793
1.0,1,11.813789
2.0,2,11.817097
3.0,3,11.824735
1.0,1,11.825765
4.0,4,11.835448
1.0,1,11.836652
2.0,2,11.843936
3.0,3,11.849435
1.0,1,11.850447
3.0,3,11.860027
2.0,2,11.863343
2.0,2,11.869282
1.0,1,11.870465
1.0,1,11.871716
1.0,1,11.872816
1.0,1,11.877378
2.0,2,11.880739
1.0,1,11.881799
1.0,1,11.882851
1.0,1,11.886049
6.0,6,11.900324
2.0,2,11.903522
1.0,1,11.904541
2.0,2,11.90978
1.0,1,11.910816
1.0,1,11.911851
2.0,2,11.917095
1.0,1,11.918129
3.0,3,11.923365
1.0,1,11.928986
1.0,1,11.930146
1.0,1,11.931189
2.0,2,11.934646
2.0,2,11.940618
1.0,1,11.941669
2.0,2,11.94481
3.0,3,11.952429
1.0,1,11.953541
1.0,1,11.954582
1.0,1,11.957712
2.0,2,11.960991
1.0,1,11.963859
1.0,1,11.96495
2.0,2,11.970379
3.0,3,11.97589
1.0,1,11.979178
1.0,1,11.98031
1.0,1,11.981343
1.0,1,11.982435
1.0,1,11.983609
2.0,2,11.989169
1.0,1,11.990205
3.0,3,11.997734
2.0,2,12.000949
1.0,1,12.001948
2.0,2,12.007432
4.0,4,12.014965
3.0,3,12.022297
3.0,3,12.029873
2.0,2,12.033184
1.0,1,12.034222
2.0,2,12.039424
1.0,1,12.040471
1.0,1,12.041496
1.0,1,12.042497
1.0,1,12.043516
1.0,1,12.046686
1.0,1,12.047751
2.0,2,12.050976
1.0,1,12.052016
1.0,1,12.055015
2.0,2,12.058223
2.0,2,12.0614
2.0,2,12.066817
4.0,4,12.079085
1.0,1,12.080283
2.0,2,12.083693
1.0,1,12.084786
1.0,1,12.087906
2.0,2,12.091211
1.0,1,12.092248
1.0,1,12.093264
1.0,1,12.096738
6.0,6,12.110833
1.0,1,12.111963
2.0,2,12.115238
2.0,2,12.120458
4.0,4,12.131614
3.0,3,12.136857
3.0,3,12.144153
2.0,2,12.147507
1.0,1,12.14855
1.0,1,12.151597
1.0,1,12.15267
2.0,2,12.155923
2.0,2,12.161044
1.0,1,12.162106
1.0,1,12.163151
1.0,1,12.164197
1.0,1,12.16522
1.0,1,12.168188
1.0,1,12.16921
1.0,1,12.170206
1.0,1,12.171233
1.0,1,12.172263
1.0,1,12.175298
1.0,1,12.177891
1.0,1,12.179068
1.0,1,12.180259
2.0,2,12.185897
3.0,3,12.191613
1.0,1,12.192672
1.0,1,12.195845
1.0,1,12.196917
1.0,1,12.19796
1.0,1,12.199023
1.0,1,12.200033
2.0,2,12.20518
1.0,1,12.206245
1.0,1,12.207272
2.0,2,12.212456
2.0,2,12.21568
1.0,1,12.216719
2.0,2,12.221803
3.0,3,12.227077
2.0,2,12.232216
1.0,1,12.233227
2.0,2,12.236299
1.0,1,12.237292
1.0,1,12.294533
1.0,1,12.295689
1.0,1,12.296753
1.0,1,12.297765
3.0,3,12.305718
3.0,3,12.310993
1.0,1,12.314631
1.0,1,12.315709
2.0,2,12.318907
2.0,2,12.324007
1.0,1,12.325087
1.0,1,12.326115
2.0,2,12.329283
1.0,1,12.33237
3.0,3,12.337647
1.0,1,12.338649
1.0,1,12.341674
1.0,1,12.342695
2.0,2,12.345831
2.0,2,12.350928
1.0,1,12.351951
2.0,2,12.355125
2.0,2,12.36023
6.0,6,12.374184
1.0,1,12.375208
3.0,3,12.385205
1.0,1,12.386596
1.0,1,12.38775
2.0,2,12.391282
1.0,1,12.395137
1.0,1,12.396281
1.0,1,12.399262
1.0,1,12.400479
4.0,4,12.411534
4.0,4,12.421588
1.0,1,12.422606
1.0,1,12.423637
4.0,4,12.433192
1.0,1,12.434235
1.0,1,12.435274
3.0,3,12.442701
2.0,2,12.445998
2.0,2,12.451038
1.0,1,12.452084
1.0,1,12.453125
1.0,1,12.454116
2.0,2,12.459162
2.0,2,12.462249
3.0,3,12.469614
1.0,1,12.470671
2.0,2,12.473762
1.0,1,12.476781
1.0,1,12.477813
4.0,4,12.487369
1.0,1,12.488416
1.0,1,12.489468
2.0,2,12.492674
1.0,1,12.495608
3.0,3,12.500916
2.0,2,12.508096
2.0,2,12.511577
2.0,2,12.514849
3.0,3,12.522608
5.0,5,12.534964
2.0,2,12.538127
1.0,1,12.541275
1.0,1,12.542291
1.0,1,12.543291
1.0,1,12.544363
1.0,1,12.545485
1.0,1,12.54994
2.0,2,12.553088
1.0,1,12.554125
1.0,1,12.555141
1.0,1,12.558134
6.0,6,12.571469
1.0,1,12.572506
1.0,1,12.573524
1.0,1,12.574512
1.0,1,12.577453
2.0,2,12.580546
3.0,3,12.587785
1.0,1,12.588816
2.0,2,12.592145
4.0,4,12.601634
1.0,1,12.602672
1.0,1,12.603708
1.0,1,12.60685
4.0,4,12.616324
1.0,1,12.61959
2.0,2,12.623186
2.0,2,12.626592
1.0,1,12.62978
1.0,1,12.630867
2.0,2,12.634033
2.0,2,12.639897
1.0,1,12.641012
3.0,3,12.646383
1.0,1,12.649822
2.0,2,12.653036
1.0,1,12.654056
1.0,1,12.655057
1.0,1,12.658008
1.0,1,12.659036
2.0,2,12.662231
2.0,2,12.667308
1.0,1,12.668317
1.0,1,12.669339
3.0,3,12.676444
2.0,2,12.679574
1.0,1,12.680607
3.0,3,12.687761
2.0,2,12.69087
1.0,1,12.691884
1.0,1,12.695127
1.0,1,12.696182
1.0,1,12.69721
4.0,4,12.70654
2.0,2,12.709834
1.0,1,12.710872
2.0,2,12.716519
2.0,2,12.721747
1.0,1,12.722901
1.0,1,12.726804
1.0,1,12.728092
2.0,2,12.731557
3.0,3,12.738991
1.0,1,12.740016
1.0,1,12.741054
1.0,1,12.742083
1.0,1,12.745347
2.0,2,12.748581
4.0,4,12.75796
3.0,3,12.763183
1.0,1,12.766149
2.0,2,12.769344
1.0,1,12.770344
7.0,7,12.78811
1.0,1,12.789173
3.0,3,12.794449
1.0,1,12.797458
3.0,3,12.802756
4.0,4,12.812114
2.0,2,12.815298
1.0,1,12.819019
1.0,1,12.820034
1.0,1,12.821029
1.0,1,12.822017
3.0,3,12.831856
2.0,2,12.835182
2.0,2,12.840544
1.0,1,12.841574
1.0,1,12.842606
3.0,3,12.849908
1.0,1,12.850949
1.0,1,12.851973
1.0,1,12.853073
3.0,3,12.86032
1.0,1,12.861328
2.0,2,12.864408
2.0,2,12.869556
1.0,1,12.870597
1.0,1,12.871622
2.0,2,12.876892
1.0,1,12.877949
2.0,2,12.881131
2.0,2,12.88786
1.0,1,12.888914
2.0,2,12.892084
3.0,3,12.899412
1.0,1,12.900451
2.0,2,12.903582
1.0,1,12.907407
1.0,1,12.908426
1.0,1,12.909441
5.0,5,12.920983
1.0,1,12.922028
1.0,1,12.923071
1.0,1,12.926029
2.0,2,12.929213
1.0,1,12.930255
1.0,1,12.931286
1.0,1,12.936217
2.0,2,12.939571
1.0,1,12.940713
2.0,2,12.946016
3.0,3,12.951357
2.0,2,12.956585
3.0,3,12.96192
1.0,1,12.962952
5.0,5,12.976402
2.0,2,12.989331
1.0,1,12.990379
1.0,1,12.991469
6.0,6,13.00583
3.0,3,13.01337
1.0,1,13.014381
2.0,2,13.019605
1.0,1,13.020621
4.0,4,13.029852
1.0,1,13.03086
2.0,2,13.033945
2.0,2,13.040498
2.0,2,13.043925
1.0,1,13.044975
1.0,1,13.046017
1.0,1,13.049685
1.0,1,13.050738
1.0,1,13.051908
3.0,3,13.059349
1.0,1,13.060389
1.0,1,13.061456
1.0,1,13.06249
2.0,2,13.067692
2.0,2,13.07093
1.0,1,13.071938
1.0,1,13.072952
1.0,1,13.075869
1.0,1,13.076904
3.0,3,13.082114
1.0,1,13.085077
1.0,1,13.08611
1.0,1,13.087139
1.0,1,13.088151
2.0,2,13.093197
4.0,4,13.100573
5.0,5,13.111862
2.0,2,13.116933
4.0,4,13.126369
1.0,1,13.127413
1.0,1,13.128435
3.0,3,13.135546
1.0,1,13.136547
2.0,2,13.139633
1.0,1,13.140638
1.0,1,13.143594
2.0,2,13.148753
1.0,1,13.14981
1.0,1,13.15098
1.0,1,13.154217
1.0,1,13.155341
1.0,1,13.156378
1.0,1,13.157532
1.0,1,13.158591
1.0,1,13.161639
1.0,1,13.162647
4.0,4,13.17244
4.0,4,13.179997
2.0,2,13.185187
1.0,1,13.186227
2.0,2,13.189431
1.0,1,13.192431
2.0,2,13.195609
2.0,2,13.198768
1.0,1,13.201666
4.0,4,13.208977
1.0,1,13.211973
2.0,2,13.215165
1.0,1,13.216206
3.0,3,13.223417
6.0,6,13.236999
1.0,1,13.238011
1.0,1,13.239
4.0,4,13.248261
1.0,1,13.249338
1.0,1,13.254157
1.0,1,13.255384
4.0,4,13.265195
1.0,1,13.266256
1.0,1,13.267255
1.0,1,13.268269
1.0,1,13.269314
3.0,3,13.276494
3.0,3,13.283629
1.0,1,13.284669
1.0,1,13.285705
1.0,1,13.28669
3.0,3,13.293835
1.0,1,13.294859
3.0,3,13.30203
1.0,1,13.303068
2.0,2,13.30622
3.0,3,13.313376
1.0,1,13.314362
1.0,1,13.315353
1.0,1,13.316382
2.0,2,13.321585
1.0,1,13.322663
1.0,1,13.323696
2.0,2,13.328802
2.0,2,13.331967
1.0,1,13.332978
2.0,2,13.338078
1.0,1,13.339093
1.0,1,13.340083
1.0,1,13.341075
1.0,1,13.342085
2.0,2,13.347127
2.0,2,13.350247
1.0,1,13.351254
1.0,1,13.35422
2.0,2,13.359081
2.0,2,13.362674
1.0,1,13.366114
2.0,2,13.369444
2.0,2,13.372653
1.0,1,13.37575
1.0,1,13.376791
3.0,3,13.382158
2.0,2,13.387433
1.0,1,13.388438
2.0,2,13.391573
5.0,5,13.402998
5.0,5,13.414212
5.0,5,13.425672
1.0,1,13.428792
1.0,1,13.429831
2.0,2,13.432992
3.0,3,13.440273
1.0,1,13.441324
1.0,1,13.442362
1.0,1,13.44338
1.0,1,13.446318
1.0,1,13.447367
1.0,1,13.44839
1.0,1,13.449376
1.0,1,13.450401
2.0,2,13.45542
